"V1"	"V2"	"V3"	"V4"
249189994	"BRENNA"	19550419	3.8
249189994	"BRENNA"	19550420	7.9
249189994	"BRENNA"	19550423	1.2
249189994	"BRENNA"	19550424	10.2
249189994	"BRENNA"	19550425	2.4
249189994	"BRENNA"	19550426	1.3
249189994	"BRENNA"	19550501	0.4
249189994	"BRENNA"	19550502	5.4
249189994	"BRENNA"	19550503	0.4
249189994	"BRENNA"	19550505	3.3
249189994	"BRENNA"	19550507	0.4
249189994	"BRENNA"	19550510	16.9
249189994	"BRENNA"	19550511	7.4
249189994	"BRENNA"	19550515	32.9
249189994	"BRENNA"	19550516	0.6
249189994	"BRENNA"	19550518	18
249189994	"BRENNA"	19550519	9.8
249189994	"BRENNA"	19550520	0.9
249189994	"BRENNA"	19550521	0.3
249189994	"BRENNA"	19550522	1.9
249189994	"BRENNA"	19550524	1.9
249189994	"BRENNA"	19550525	1.1
249189994	"BRENNA"	19550527	14.3
249189994	"BRENNA"	19550530	0.5
249189994	"BRENNA"	19550601	21.2
249189994	"BRENNA"	19550602	25.2
249189994	"BRENNA"	19550603	24.8
249189994	"BRENNA"	19550610	13.3
249189994	"BRENNA"	19550611	3.5
249189994	"BRENNA"	19550613	4.7
249189994	"BRENNA"	19550614	5.2
249189994	"BRENNA"	19550620	39.4
249189994	"BRENNA"	19550621	52.3
249189994	"BRENNA"	19550622	0.4
249189994	"BRENNA"	19550623	1.9
249189994	"BRENNA"	19550626	1.9
249189994	"BRENNA"	19550627	5.3
249189994	"BRENNA"	19550628	1.9
249189994	"BRENNA"	19550630	0.5
249189994	"BRENNA"	19550703	5.4
249189994	"BRENNA"	19550704	0.1
249189994	"BRENNA"	19550706	5.4
249189994	"BRENNA"	19550707	60.7
249189994	"BRENNA"	19550708	3.6
249189994	"BRENNA"	19550709	19.3
249189994	"BRENNA"	19550710	8.1
249189994	"BRENNA"	19550719	29.1
249189994	"BRENNA"	19550720	1.1
249189994	"BRENNA"	19550724	9.1
249189994	"BRENNA"	19550725	5.2
249189994	"BRENNA"	19550727	1.7
249189994	"BRENNA"	19550728	7.6
249189994	"BRENNA"	19550729	3.1
249189994	"BRENNA"	19550730	10.1
249189994	"BRENNA"	19550731	10.6
249189994	"BRENNA"	19550801	12.6
249189994	"BRENNA"	19550802	31.4
249189994	"BRENNA"	19550803	2.5
249189994	"BRENNA"	19550805	28.3
249189994	"BRENNA"	19550806	3.2
249189994	"BRENNA"	19550808	5.4
249189994	"BRENNA"	19550809	4.3
249189994	"BRENNA"	19550810	1.6
249189994	"BRENNA"	19550811	15.6
249189994	"BRENNA"	19550812	3.8
249189994	"BRENNA"	19550814	18.4
249189994	"BRENNA"	19550815	9.2
249189994	"BRENNA"	19550816	27.7
249189994	"BRENNA"	19550823	6.8
249189994	"BRENNA"	19550824	5.8
249189994	"BRENNA"	19550827	1.5
249189994	"BRENNA"	19550829	5.7
249189994	"BRENNA"	19550901	5.7
249189994	"BRENNA"	19550907	2.4
249189994	"BRENNA"	19550913	17.2
249189994	"BRENNA"	19550914	15.6
249189994	"BRENNA"	19550915	1.1
249189994	"BRENNA"	19550923	0.1
249189994	"BRENNA"	19550927	2.8
249189994	"BRENNA"	19550928	17.6
249189994	"BRENNA"	19550929	2.6
249189994	"BRENNA"	19551001	1.3
249189994	"BRENNA"	19551006	4.1
249189994	"BRENNA"	19551007	7.9
249189994	"BRENNA"	19551009	3.2
249189994	"BRENNA"	19551013	1.3
249189994	"BRENNA"	19551015	3.2
249189994	"BRENNA"	19551018	7.5
249189994	"BRENNA"	19551019	4.8
249189994	"BRENNA"	19551024	28.8
249189994	"BRENNA"	19551025	9.1
249189994	"BRENNA"	19551028	9.3
249189994	"BRENNA"	19551102	0.3
249189994	"BRENNA"	19551113	2.6
249189994	"BRENNA"	19551114	0.3
249189994	"BRENNA"	19551115	2.2
249189994	"BRENNA"	19551116	3.8
249189994	"BRENNA"	19551120	3.8
249189994	"BRENNA"	19551121	2.6
249189994	"BRENNA"	19551122	4.3
249189994	"BRENNA"	19551123	8
249189994	"BRENNA"	19551124	5.7
249189994	"BRENNA"	19551125	6.6
249189994	"BRENNA"	19551126	1.5
249189994	"BRENNA"	19551127	4.8
249189994	"BRENNA"	19551128	4.6
249189994	"BRENNA"	19551203	3.1
249189994	"BRENNA"	19551204	2
249189994	"BRENNA"	19551205	4.5
249189994	"BRENNA"	19551206	3.7
